title,address,city,state,postal_code,lat,lon,price,days,facts and features,real estate provider,url
House for sale,7382 Hoffman Rd,Appleton,NY,14008,43.316617,-78.625928,"$135,000",16,"2 bds, 1.0 ba ,1220 sqft",HUNT Real Estate,https://www.zillow.com/homedetails/7382-Hoffman-Rd-Appleton-NY-14008/31484217_zpid/
House for sale,7534 Gow Rd,Appleton,NY,14008,43.287725,-78.617047,"$105,000",24,"3 bds, 1.0 ba ,1431 sqft",HUNT Real Estate,https://www.zillow.com/homedetails/7534-Gow-Rd-Appleton-NY-14008/61925148_zpid/
House for sale,1540 N Lyndonville Rd,Lyndonville,NY,14098,43.339442,-78.38959,"$109,900",45,"3 bds, 1.0 ba ,1596 sqft",Jeanne Whipple Realty,https://www.zillow.com/homedetails/1540-N-Lyndonville-Rd-Lyndonville-NY-14098/31653283_zpid/
House for sale,24 Riverside St,Lyndonville,NY,14098,43.322504,-78.387526,"$139,900",56,"2 bds, 2.0 ba ,1148 sqft",Jeanne Whipple Realty,https://www.zillow.com/homedetails/24-Riverside-St-Lyndonville-NY-14098/31652692_zpid/
House for sale,10971 Lakeshore Rd #27,Lyndonville,NY,14098,43.373612,-78.412121,"$285,000",67,"0 bds, None ba ,None sqft",Jeanne Whipple Realty,https://www.zillow.com/homedetails/10971-Lakeshore-Rd-27-Lyndonville-NY-14098/2077613639_zpid/
House for sale,82 West Ave,Lyndonville,NY,14098,43.32683,-78.392799,"$100,000",5,"2 bds, 1.0 ba ,1244 sqft",Zambito Realtors LLC,https://www.zillow.com/homedetails/82-West-Ave-Lyndonville-NY-14098/31652549_zpid/
House for sale,327 Balsam Dr,Oakville,ON,L6J3X7,43.457675,-79.669032,"C$10,900,000",27,"6 bds, 7.0 ba ,None sqft",Century 21 Miller Real Estate Ltd.,https://www.zillow.com/homedetails/327-Balsam-Dr-Oakville-ON-L6J-3X7/2077161392_zpid/
House for sale,102 Colby St,Cheektowaga,NY,14206,42.882619,-78.788337,"$50,000",5,"2 bds, 1.0 ba ,872 sqft",Howard Hanna - Tonawanda,https://www.zillow.com/homedetails/102-Colby-St-Cheektowaga-NY-14206/30297963_zpid/
House for sale,170 E Prospect Ave,Hamburg,NY,14075,42.72205,-78.819505,"$179,900",2,"2 bds, 3.0 ba ,1610 sqft",Rondinelli Real Estate,https://www.zillow.com/homedetails/170-E-Prospect-Ave-Hamburg-NY-14075/30336582_zpid/
For sale by owner,96 Maple Dr,Bowmansville,NY,14026,42.946292,-78.690388,"$419,900",6,"3 bds, 2.5 ba ,3064 sqft",,https://www.zillow.com/homedetails/96-Maple-Dr-Bowmansville-NY-14026/30357744_zpid/
House for sale,4245 Ide Rd,Wilson,NY,14172,43.288055,-78.812236,"$225,000",34,"3 bds, 2.0 ba ,1224 sqft",HUNT Real Estate,https://www.zillow.com/homedetails/4245-Ide-Rd-Wilson-NY-14172/31489913_zpid/
Townhouse for sale,2095 Roche Ct #254,Mississauga,ON,L5K2C8,43.527632,-79.647646,"C$484,900",19,"3 bds, 2.0 ba ,None sqft",Kingsway Real Estate,https://www.zillow.com/homedetails/2095-Roche-Ct-254-Mississauga-ON-L5K-2C8/2077092516_zpid/
For sale by owner,96 Marigold Ave,Buffalo,NY,14215,42.935411,-78.8297,"$60,000",5,"3 bds, 2.0 ba ,1603 sqft",,https://www.zillow.com/homedetails/96-Marigold-Ave-Buffalo-NY-14215/30174283_zpid/
House for sale,5845 Rush Creek Ct,Hamburg,NY,14075,42.728181,-78.807586,"$418,000",1,"4 bds, 3.0 ba ,2719 sqft",Howard Hanna - Orchard Park - E. Quaker Street,https://www.zillow.com/homedetails/5845-Rush-Creek-Ct-Hamburg-NY-14075/30349161_zpid/
House for sale,265 Tennyson Ter,Williamsville,NY,14221,42.972636,-78.699879,"$149,900",3,"3 bds, 2.0 ba ,1590 sqft",Howard Hanna - Williamsville,https://www.zillow.com/homedetails/265-Tennyson-Ter-Williamsville-NY-14221/30262581_zpid/
House for sale,507 Niagara St,Tonawanda,NY,14150,43.013603,-78.896846,"$269,900",0,"4 bds, 3.0 ba ,2520 sqft",WNY Metro Premier Realty,https://www.zillow.com/homedetails/507-Niagara-St-Tonawanda-NY-14150/30225784_zpid/
House for sale,2307 Lincoln Ave,Wilson,NY,14172,43.309683,-78.860755,"$249,000",109,"2 bds, 1.0 ba ,752 sqft",Dan & Lucy Wilson Realty,https://www.zillow.com/homedetails/2307-Lincoln-Ave-Wilson-NY-14172/299360483_zpid/
Condo for sale,365 Church St,Toronto,ON,M5B0B5,43.660939,-79.378683,"C$85,000",48,"6 bds, 3.0 ba ,2280 sqft",OfficeTest Real Estate Brokerage,https://www.zillow.com/homedetails/365-Church-St-Toronto-ON-M5B-0B5/2087450579_zpid/
House for sale,55 Dennett Dr,Toronto,ON,M1S2E8,43.792042,-79.273111,"C$1,899,999",203,"5 bds, 6.0 ba ,None sqft",Right at Home Realty Inc Brokerage,https://www.zillow.com/homedetails/55-Dennett-Dr-Toronto-ON-M1S-2E8/2084511516_zpid/
House for sale,2773 West Ave,Newfane,NY,14108,43.280232,-78.708001,"$169,000",9,"3 bds, 2.0 ba ,1584 sqft",CENTURY 21 Winklhofer,https://www.zillow.com/homedetails/2773-West-Ave-Newfane-NY-14108/31473152_zpid/
Multi-family home for sale,31 Rowland Ave,Buffalo,NY,14225,42.919949,-78.79112,"$149,900",4,"None bds, None ba ,2281 sqft","Howard Hanna - Lancaster, NY",https://www.zillow.com/homedetails/31-Rowland-Ave-Buffalo-NY-14225/2076946974_zpid/
House for sale,856 Quaker Rd,East Aurora,NY,14052,42.763393,-78.659776,"$199,900",7,"3 bds, 1.0 ba ,1000 sqft",Envision Real Estate,https://www.zillow.com/homedetails/856-Quaker-Rd-East-Aurora-NY-14052/30270897_zpid/
House for sale,16 East Ave,Tonawanda,NY,14150,43.021397,-78.872304,"$109,900",1,"3 bds, 1.0 ba ,1380 sqft",MJ Peterson Real Estate,https://www.zillow.com/homedetails/16-East-Ave-Tonawanda-NY-14150/30227184_zpid/
House for sale,15 Delton St,Tonawanda,NY,14150,43.00155,-78.875897,"$149,900",2,"4 bds, 2.0 ba ,1665 sqft","Howard Hanna - Amherst, NY",https://www.zillow.com/homedetails/15-Delton-St-Tonawanda-NY-14150/2076927904_zpid/
House for sale,3156 Lockport Olcott Rd,Newfane,NY,14108,43.261248,-78.699075,"$135,000",21,"2 bds, 2.0 ba ,1795 sqft",HUNT Real Estate,https://www.zillow.com/homedetails/3156-Lockport-Olcott-Rd-Newfane-NY-14108/31473855_zpid/
Lot / Land for sale,7163 E Lake Rd,Appleton,NY,14008,43.355577,-78.639352,"$295,000",82,"0 bds, None ba ,None sqft",HUNT Real Estate,https://www.zillow.com/homedetails/7163-E-Lake-Rd-Appleton-NY-14008/2077796695_zpid/
House for sale,8096 Cole Rd,Colden,NY,14033,42.66516,-78.717574,"$299,999",58,"4 bds, 2.0 ba ,2901 sqft",eXp Realty,https://www.zillow.com/homedetails/8096-Cole-Rd-Colden-NY-14033/30274223_zpid/
House for sale,1484 Ellicott Creek Rd,Tonawanda,NY,14150,43.02239,-78.824388,"$157,500",37,"4 bds, 2.0 ba ,1803 sqft",Avant Realty,https://www.zillow.com/homedetails/1484-Ellicott-Creek-Rd-Tonawanda-NY-14150/133150906_zpid/
House for sale,2405 Agassiz Dr,Lake View,NY,14085,42.717585,-78.917896,"$375,000",1,"4 bds, 3.0 ba ,2163 sqft",HUNT Real Estate,https://www.zillow.com/homedetails/2405-Agassiz-Dr-Lake-View-NY-14085/133695716_zpid/
House for sale,3710 Wilson Cambria Rd,Wilson,NY,14172,43.234513,-78.825953,"$189,900",14,"2 bds, 2.0 ba ,1422 sqft",HUNT Real Estate,https://www.zillow.com/homedetails/3710-Wilson-Cambria-Rd-Wilson-NY-14172/31490547_zpid/
House for sale,54 Woodgate Dr,Lancaster,NY,14086,42.876932,-78.68556,"$289,900",1,"4 bds, 3.0 ba ,1946 sqft",Keller Williams Realty Buffalo,https://www.zillow.com/homedetails/54-Woodgate-Dr-Lancaster-NY-14086/30361592_zpid/
House for sale,275 Balsam Dr,Oakville,ON,L6J3X7,43.456441,-79.667306,"C$10,500,000",93,"6 bds, 11.0 ba ,None sqft",Sutton Group Quantum Realty Inc.,https://www.zillow.com/homedetails/275-Balsam-Dr-Oakville-ON-L6J-3X7/2077938335_zpid/
House for sale,3 Masters Rd,Toronto,ON,M2P1Z5,43.757597,-79.392278,"C$5,988,000",130,"5 bds, 7.0 ba ,None sqft",Right at Home Realty Inc Brokerage,https://www.zillow.com/homedetails/3-Masters-Rd-Toronto-ON-M2P-1Z5/2078417786_zpid/
Multi-family home for sale,3727 Coomer Rd,Newfane,NY,14108,43.234379,-78.736361,"$149,900",35,"None bds, None ba ,2235 sqft",RE/MAX North,https://www.zillow.com/homedetails/3727-Coomer-Rd-Newfane-NY-14108/31473959_zpid/
House for sale,72 Poinciana Pkwy,Cheektowaga,NY,14225,42.925535,-78.734667,"$160,000",10,"3 bds, 2.0 ba ,1244 sqft",Howard Hanna - Amherst/Clarence,https://www.zillow.com/homedetails/72-Poinciana-Pkwy-Cheektowaga-NY-14225/30290401_zpid/
House for sale,249 Fletcher St,Tonawanda,NY,14150,43.015375,-78.883305,"$89,900",3,"3 bds, 2.0 ba ,1141 sqft",HUNT Real Estate,https://www.zillow.com/homedetails/249-Fletcher-St-Tonawanda-NY-14150/30226000_zpid/
House for sale,173 Ontario St,Wilson,NY,14172,43.317532,-78.832133,"$339,900",54,"3 bds, 2.0 ba ,1627 sqft",Great Lakes Real Estate Inc.,https://www.zillow.com/homedetails/173-Ontario-St-Wilson-NY-14172/31488745_zpid/
House for sale,2845 Lockport Rd,Sanborn,NY,14132,43.121589,-78.891412,"$182,900",0,"4 bds, 2.0 ba ,1484 sqft",WNY Metro Town Center Realty,https://www.zillow.com/homedetails/2845-Lockport-Rd-Sanborn-NY-14132/31484455_zpid/
House for sale,603 Grassy Rd,Kawartha Lakes,ON,K0L2W0,44.332112,-78.482242,"C$359,900",0,"4 bds, 2.0 ba ,None sqft",CENTURY 21 United Realty Inc Brokerage,https://www.zillow.com/homedetails/603-Grassy-Rd-Kawartha-Lakes-ON-K0L-2W0/2076911668_zpid/
House for sale,10601 Lakeshore Rd,Lyndonville,NY,14098,43.37155,-78.438122,"$879,900",268,"3 bds, 4.0 ba ,4237 sqft",HUNT Real Estate,https://www.zillow.com/homedetails/10601-Lakeshore-Rd-Lyndonville-NY-14098/223368029_zpid/
